country,indicator,Weeks,value,CWRT,source,month,year
Finland,Sum week ICU occupancy,31,99.0,0.14444875795282952,External_Github,August,2021
Finland,Sum week ICU occupancy,32,139.0,0.05321105161798112,External_Github,August,2021
Finland,Sum week ICU occupancy,33,208.0,-0.013964447319980589,External_Github,August,2021
Finland,Sum week ICU occupancy,34,159.0,0.0,External_Github,August,2021
Finland,Sum week ICU occupancy,35,145.0,0.0,External_Github,August,2021
Finland,Sum week ICU occupancy,36,150.0,0.013708856295468141,External_Github,September,2021
Finland,Sum week ICU occupancy,37,174.0,-0.04693051142205951,External_Github,September,2021
Finland,Sum week ICU occupancy,38,141.0,0.014400337020140208,External_Github,September,2021
Finland,Sum week ICU occupancy,39,170.0,0.00609846529734015,External_Github,September,2021
France,Sum week hospital occupancy,04,9.0,0.0,External_Github,January,2020
France,Sum week hospital occupancy,05,30.0,0.12246204830937302,External_Github,January,2020
France,Sum week hospital occupancy,06,57.0,0.09045040782878577,External_Github,February,2020
France,Sum week hospital occupancy,07,48.0,-0.08643159600651407,External_Github,February,2020
France,Sum week hospital occupancy,08,17.0,-0.2928932188134524,External_Github,February,2020
France,Sum week hospital occupancy,09,232.0,1.2526078784323254,External_Github,February,2020
France,Sum week hospital occupancy,10,0.0,0.0,JRC,March,2020
France,Sum week hospital occupancy,11,400.0,0.0,JRC,March,2020
France,Sum week hospital occupancy,12,27704.0,0.179769662062232,JRC,March,2020
France,Sum week hospital occupancy,13,97379.0,0.12114607924511511,Country_Website,March,2020
France,Sum week hospital occupancy,14,178344.0,0.046264844430470964,Country_Website,March,2020
France,Sum week hospital occupancy,15,214197.0,0.009831652624554987,Country_Website,April,2020
France,Sum week hospital occupancy,16,218940.0,-0.0066871429974803,Country_Website,April,2020
France,Sum week hospital occupancy,17,203973.0,-0.011393501419194707,Country_Website,April,2020
France,Sum week hospital occupancy,18,185788.0,-0.011724010525767548,Country_Website,April,2020
France,Sum week hospital occupancy,19,164930.0,-0.017554887772108896,Country_Website,May,2020
France,Sum week hospital occupancy,20,143634.0,-0.019904810776047,Country_Website,May,2020
France,Sum week hospital occupancy,21,124352.0,-0.014373918872364833,Country_Website,May,2020
France,Sum week hospital occupancy,22,106976.0,-0.022554754701459068,Country_Website,May,2020
France,Sum week hospital occupancy,23,92232.0,-0.019372576761624072,Country_Website,June,2020
France,Sum week hospital occupancy,24,80015.0,-0.017586636527004762,Country_Website,June,2020
France,Sum week hospital occupancy,25,70994.0,-0.012882411993279552,Country_Website,June,2020
France,Sum week hospital occupancy,26,63727.0,-0.014230485932641312,Country_Website,June,2020
France,Sum week hospital occupancy,27,57200.0,-0.013420774826575999,Country_Website,June,2020
France,Sum week hospital occupancy,28,50750.0,-0.015629297835374034,Country_Website,July,2020
France,Sum week hospital occupancy,29,47318.0,-0.007536498222350141,Country_Website,July,2020
France,Sum week hospital occupancy,30,42178.0,-0.021077954496644513,Country_Website,July,2020
France,Sum week hospital occupancy,31,37489.0,-0.011210292723648374,Country_Website,July,2020
France,Sum week hospital occupancy,32,35347.0,-0.004634709859938191,Country_Website,August,2020
France,Sum week hospital occupancy,33,34074.0,-0.005337655897458604,Country_Website,August,2020
France,Sum week hospital occupancy,34,33260.0,-0.006014746450658581,Country_Website,August,2020
France,Sum week hospital occupancy,35,31840.0,-0.004564606426677886,Country_Website,August,2020
France,Sum week hospital occupancy,36,32406.0,0.004111941649026285,Country_Website,August,2020
France,Sum week hospital occupancy,37,35433.0,0.009623296432790474,Country_Website,September,2020
France,Sum week hospital occupancy,38,39413.0,-0.003238341613845064,Country_Website,September,2020
France,Sum week hospital occupancy,39,41798.0,0.015540638940487295,Country_Website,September,2020
France,Sum week hospital occupancy,40,46529.0,0.01220602012845462,Country_Website,September,2020
France,Sum week hospital occupancy,41,53820.0,0.01777414924448073,Country_Website,October,2020
France,Sum week hospital occupancy,42,67673.0,0.033181981432937935,Country_Website,October,2020
France,Sum week hospital occupancy,43,98322.0,0.05068872836930027,Country_Website,October,2020
France,Sum week hospital occupancy,44,147234.0,0.04399487540878533,Country_Website,October,2020
France,Sum week hospital occupancy,45,195844.0,0.026742815903757045,Country_Website,November,2020
France,Sum week hospital occupancy,46,225341.0,0.008734793013530195,Country_Website,November,2020
France,Sum week hospital occupancy,47,226492.0,-0.008512742982488941,Country_Website,November,2020
France,Sum week hospital occupancy,48,206312.0,-0.015038758667470287,Country_Website,November,2020
France,Sum week hospital occupancy,49,188086.0,-0.010265063869242974,Country_Website,November,2020
France,Sum week hospital occupancy,50,178038.0,-0.006223577351520793,Country_Website,December,2020
France,Sum week hospital occupancy,51,175812.0,-0.002762155736128147,Country_Website,December,2020
France,Sum week hospital occupancy,52,173015.0,-0.0033265341433753592,Country_Website,December,2020
France,Sum week hospital occupancy,53,171856.0,0.0007807097444227917,Country_Website,December,2020
France,Sum week hospital occupancy,01,172172.0,-0.0025141042125030877,Country_Website,January,2021
France,Sum week hospital occupancy,02,174462.0,0.0024178486761134987,Country_Website,January,2021
France,Sum week hospital occupancy,03,180558.0,0.004261445425574273,Country_Website,January,2021
France,Sum week hospital occupancy,04,190237.0,0.003600314564184748,Country_Website,January,2021
France,Sum week hospital occupancy,05,194173.0,-0.0011416758793959536,Country_Website,February,2021
France,Sum week hospital occupancy,06,189030.0,-0.008339890620287393,Country_Website,February,2021
France,Sum week hospital occupancy,07,180558.0,-0.005562828354292559,Country_Website,February,2021
France,Sum week hospital occupancy,08,177821.0,-0.0030755111466871377,Country_Website,February,2021
France,Sum week hospital occupancy,09,174903.0,-0.003474006353751502,Country_Website,March,2021
France,Sum week hospital occupancy,10,174632.0,-0.0011721459414830715,Country_Website,March,2021
France,Sum week hospital occupancy,11,178466.0,0.0025438443573060354,Country_Website,March,2021
France,Sum week hospital occupancy,12,189369.0,0.0064742582938333015,Country_Website,March,2021
France,Sum week hospital occupancy,13,200847.0,0.005135723833288086,Country_Website,March,2021
France,Sum week hospital occupancy,14,213240.0,0.0036100743976401617,Country_Website,April,2021
France,Sum week hospital occupancy,15,215614.0,-0.002175604098315964,Country_Website,April,2021
France,Sum week hospital occupancy,16,214713.0,-0.004297615076288341,Country_Website,April,2021
France,Sum week hospital occupancy,17,206626.0,-0.008516256556375557,Country_Website,April,2021
France,Sum week hospital occupancy,18,189976.0,-0.016338202326681595,Country_Website,May,2021
France,Sum week hospital occupancy,19,167923.0,-0.015771862730541097,Country_Website,May,2021
France,Sum week hospital occupancy,20,146598.0,-0.020205622743759477,Country_Website,May,2021
France,Sum week hospital occupancy,21,126559.0,-0.022706761713952694,Country_Website,May,2021
France,Sum week hospital occupancy,22,107463.0,-0.01886134180208121,Country_Website,May,2021
France,Sum week hospital occupancy,23,92611.0,-0.019484709744749917,Country_Website,June,2021
France,Sum week hospital occupancy,24,78689.0,-0.022948222284989273,Country_Website,June,2021
France,Sum week hospital occupancy,25,66795.0,-0.020471964012737653,Country_Website,June,2021
France,Sum week hospital occupancy,26,58025.0,-0.015796534058694522,Country_Website,June,2021
France,Sum week hospital occupancy,27,52007.0,-0.011811905997964223,Country_Website,July,2021
France,Sum week hospital occupancy,28,49143.0,-0.0040727239455797815,Country_Website,July,2021
France,Sum week hospital occupancy,29,48086.0,-0.0040665624169734516,Country_Website,July,2021
France,Sum week hospital occupancy,30,51013.0,0.00983554878582038,Country_Website,July,2021
France,Sum week hospital occupancy,31,57636.0,0.0147300861865729,Country_Website,August,2021
France,Sum week hospital occupancy,32,65865.0,0.011857209381978207,Country_Website,August,2021
France,Sum week hospital occupancy,33,72727.0,0.006892438796658684,Country_Website,August,2021
France,Sum week hospital occupancy,34,77654.0,0.001099560318287951,Country_Website,August,2021
France,Sum week hospital occupancy,35,76532.0,-0.007816042112783528,Country_Website,August,2021
France,Sum week hospital occupancy,36,72309.0,-0.0102008055031374,Country_Website,September,2021
France,Sum week hospital occupancy,37,65446.0,-0.01651841786729713,Country_Website,September,2021
France,Sum week hospital occupancy,38,58171.0,-0.014347658167665922,Country_Website,September,2021
France,Sum week hospital occupancy,39,53084.0,-0.012488332970966742,Country_Website,September,2021
France,Sum week ICU occupancy,05,8.0,0.0,External_Github,January,2020
France,Sum week ICU occupancy,06,6.0,0.0,External_Github,February,2020
France,Sum week ICU occupancy,07,3.0,0.0,External_Github,February,2020
France,Sum week ICU occupancy,09,20.0,0.6509636244473134,External_Github,February,2020
France,Sum week ICU occupancy,10,122.0,0.3160740129524924,External_Github,March,2020
France,Sum week ICU occupancy,11,686.0,0.353678289961735,External_Github,March,2020
France,Sum week ICU occupancy,12,6896.0,0.15667952059579204,External_Github,March,2020
France,Sum week ICU occupancy,13,23455.0,0.11978353582568513,Country_Website,March,2020
France,Sum week ICU occupancy,14,42935.0,0.04453251244431078,Country_Website,March,2020
France,Sum week ICU occupancy,15,48249.0,-0.00488217892061471,Country_Website,April,2020
France,Sum week ICU occupancy,16,43058.0,-0.023996094899940146,Country_Website,April,2020
France,Sum week ICU occupancy,17,35036.0,-0.027373221456824304,Country_Website,April,2020
France,Sum week ICU occupancy,18,28344.0,-0.026066784744900318,Country_Website,April,2020
France,Sum week ICU occupancy,19,21332.0,-0.04032719684617447,Country_Website,May,2020
France,Sum week ICU occupancy,20,16103.0,-0.03704001110193289,Country_Website,May,2020
France,Sum week ICU occupancy,21,12184.0,-0.026879666917657086,Country_Website,May,2020
France,Sum week ICU occupancy,22,9861.0,-0.02817195154815555,Country_Website,May,2020
France,Sum week ICU occupancy,23,7922.0,-0.030289006054211698,Country_Website,June,2020
France,Sum week ICU occupancy,24,6235.0,-0.023735360657202165,Country_Website,June,2020
France,Sum week ICU occupancy,25,5151.0,-0.024624328184308486,Country_Website,June,2020
France,Sum week ICU occupancy,26,4374.0,-0.017679846108743846,Country_Website,June,2020
France,Sum week ICU occupancy,27,3835.0,-0.017848224557389436,Country_Website,June,2020
France,Sum week ICU occupancy,28,3435.0,-0.013712917078765763,Country_Website,July,2020
France,Sum week ICU occupancy,29,3195.0,-0.0059161481578583475,Country_Website,July,2020
France,Sum week ICU occupancy,30,2823.0,-0.026214285177905916,Country_Website,July,2020
France,Sum week ICU occupancy,31,2484.0,-0.011463979220350362,Country_Website,July,2020
France,Sum week ICU occupancy,32,2543.0,0.0031447782897049414,Country_Website,August,2020
France,Sum week ICU occupancy,33,2495.0,-0.007461423950534063,Country_Website,August,2020
France,Sum week ICU occupancy,34,2554.0,0.003911071825638324,Country_Website,August,2020
France,Sum week ICU occupancy,35,2707.0,0.003289615838352411,Country_Website,August,2020
France,Sum week ICU occupancy,36,3142.0,0.025293082631516306,Country_Website,August,2020
France,Sum week ICU occupancy,37,4245.0,0.03200189671151654,Country_Website,September,2020
France,Sum week ICU occupancy,38,5527.0,0.024295527085407498,Country_Website,September,2020
France,Sum week ICU occupancy,39,7201.0,0.028730038574417582,Country_Website,September,2020
France,Sum week ICU occupancy,40,8741.0,0.020527406599228026,Country_Website,September,2020
France,Sum week ICU occupancy,41,10028.0,0.007339205234910384,Country_Website,October,2020
France,Sum week ICU occupancy,42,12175.0,0.033556374596089844,Country_Website,October,2020
France,Sum week ICU occupancy,43,16305.0,0.03026104279107611,Country_Website,October,2020
France,Sum week ICU occupancy,44,22233.0,0.03735101083299974,Country_Website,October,2020
France,Sum week ICU occupancy,45,29149.0,0.02840553048887995,Country_Website,November,2020
France,Sum week ICU occupancy,46,33708.0,0.006088221355888601,Country_Website,November,2020
France,Sum week ICU occupancy,47,32687.0,-0.012460554669567858,Country_Website,November,2020
France,Sum week ICU occupancy,48,28237.0,-0.024000058268835778,Country_Website,November,2020
France,Sum week ICU occupancy,49,23939.0,-0.02155672533193842,Country_Website,November,2020
France,Sum week ICU occupancy,50,20832.0,-0.01534146593570307,Country_Website,December,2020
France,Sum week ICU occupancy,51,19632.0,-0.007620728100527274,Country_Website,December,2020
France,Sum week ICU occupancy,52,18706.0,-0.004604052998421149,Country_Website,December,2020
France,Sum week ICU occupancy,53,18543.0,-0.0015449510996176086,Country_Website,December,2020
France,Sum week ICU occupancy,01,18279.0,-0.0020013302347333672,Country_Website,January,2021
France,Sum week ICU occupancy,02,18988.0,0.005274290568456408,Country_Website,January,2021
France,Sum week ICU occupancy,03,20083.0,0.007572582166570863,Country_Website,January,2021
France,Sum week ICU occupancy,04,21671.0,0.005425340211971941,Country_Website,January,2021
France,Sum week ICU occupancy,05,22707.0,0.0019419482336910932,Country_Website,February,2021
France,Sum week ICU occupancy,06,23212.0,-0.0023167514987658677,Country_Website,February,2021
France,Sum week ICU occupancy,07,23574.0,0.0008875767601512763,Country_Website,February,2021
France,Sum week ICU occupancy,08,24098.0,0.0035265607771510776,Country_Website,February,2021
France,Sum week ICU occupancy,09,25512.0,0.007835019546209798,Country_Website,March,2021
France,Sum week ICU occupancy,10,27907.0,0.010012273089085921,Country_Website,March,2021
France,Sum week ICU occupancy,11,29969.0,0.006214820243856112,Country_Website,March,2021
France,Sum week ICU occupancy,12,32971.0,0.00987947646770837,Country_Website,March,2021
France,Sum week ICU occupancy,13,36076.0,0.010221681810898664,Country_Website,March,2021
France,Sum week ICU occupancy,14,39857.0,0.010323899607767695,Country_Website,April,2021
France,Sum week ICU occupancy,15,41378.0,-0.0005563221943593044,Country_Website,April,2021
France,Sum week ICU occupancy,16,41792.0,0.00019132350818473753,Country_Website,April,2021
France,Sum week ICU occupancy,17,40468.0,-0.010210612612040926,Country_Website,April,2021
France,Sum week ICU occupancy,18,36849.0,-0.017626856191384932,Country_Website,May,2021
France,Sum week ICU occupancy,19,31516.0,-0.01910081907723471,Country_Website,May,2021
France,Sum week ICU occupancy,20,26522.0,-0.02464913785609857,Country_Website,May,2021
France,Sum week ICU occupancy,21,22604.0,-0.021947461307857852,Country_Website,May,2021
France,Sum week ICU occupancy,22,18824.0,-0.02163062713524111,Country_Website,May,2021
France,Sum week ICU occupancy,23,15816.0,-0.022631006386751196,Country_Website,June,2021
France,Sum week ICU occupancy,24,12838.0,-0.0273602459519402,Country_Website,June,2021
France,Sum week ICU occupancy,25,10246.0,-0.029194918523738234,Country_Website,June,2021
France,Sum week ICU occupancy,26,8249.0,-0.02350457768061709,Country_Website,June,2021
France,Sum week ICU occupancy,27,6924.0,-0.018208693444681123,Country_Website,July,2021
France,Sum week ICU occupancy,28,6415.0,-0.01015649432656407,Country_Website,July,2021
France,Sum week ICU occupancy,29,6141.0,-0.002553529818763667,Country_Website,July,2021
France,Sum week ICU occupancy,30,7245.0,0.02569359886666489,Country_Website,July,2021
France,Sum week ICU occupancy,31,9878.0,0.033916711410996614,Country_Website,August,2021
France,Sum week ICU occupancy,32,12451.0,0.01514794630613836,Country_Website,August,2021
France,Sum week ICU occupancy,33,14289.0,0.015711722509477832,Country_Website,August,2021
France,Sum week ICU occupancy,34,15741.0,0.003888557004880111,Country_Website,August,2021
France,Sum week ICU occupancy,35,15850.0,-0.004617433429142559,Country_Website,August,2021
France,Sum week ICU occupancy,36,15338.0,-0.007802726173410823,Country_Website,September,2021
France,Sum week ICU occupancy,37,13574.0,-0.019515155198021494,Country_Website,September,2021
France,Sum week ICU occupancy,38,11548.0,-0.01910601905310194,Country_Website,September,2021
France,Sum week ICU occupancy,39,9981.0,-0.023929811856058025,Country_Website,September,2021
France,Weekly new hospital admissions per 100k,09,0.0,0.0,TESSy COVID-19,March,2020
France,Weekly new hospital admissions per 100k,10,0.0,0.0,TESSy COVID-19,March,2020
France,Weekly new hospital admissions per 100k,11,1.72310795913073,0.0,TESSy COVID-19,March,2020
France,Weekly new hospital admissions per 100k,12,11.4289591703033,0.0,TESSy COVID-19,March,2020
France,Weekly new hospital admissions per 100k,13,25.2554151044316,0.0,TESSy COVID-19,March,2020
France,Weekly new hospital admissions per 100k,14,29.6939035370891,0.0,TESSy COVID-19,April,2020
France,Weekly new hospital admissions per 100k,15,24.3448416743048,0.0,TESSy COVID-19,April,2020
France,Weekly new hospital admissions per 100k,16,15.2049423014329,0.0,TESSy COVID-19,April,2020
France,Weekly new hospital admissions per 100k,17,11.3160658902223,0.0,TESSy COVID-19,April,2020
France,Weekly new hospital admissions per 100k,18,7.27567481363993,0.0,TESSy COVID-19,May,2020
France,Weekly new hospital admissions per 100k,19,5.40105218913736,0.0,TESSy COVID-19,May,2020
France,Weekly new hospital admissions per 100k,20,3.9735463712713,0.0,TESSy COVID-19,May,2020
France,Weekly new hospital admissions per 100k,21,2.62328332398696,0.0,TESSy COVID-19,May,2020
France,Weekly new hospital admissions per 100k,22,2.09892374676873,0.0,TESSy COVID-19,May,2020
France,Weekly new hospital admissions per 100k,23,1.4483019484073,0.0,TESSy COVID-19,June,2020
France,Weekly new hospital admissions per 100k,24,1.04426284074906,0.0,TESSy COVID-19,June,2020
France,Weekly new hospital admissions per 100k,25,0.91502974381425,0.0,TESSy COVID-19,June,2020
France,Weekly new hospital admissions per 100k,26,0.818476280587097,0.0,TESSy COVID-19,June,2020
France,Weekly new hospital admissions per 100k,27,0.79470927425426,0.0,TESSy COVID-19,July,2020
France,Weekly new hospital admissions per 100k,28,0.747175261588584,0.0,TESSy COVID-19,July,2020
France,Weekly new hospital admissions per 100k,29,0.756087888963398,0.0,TESSy COVID-19,July,2020
France,Weekly new hospital admissions per 100k,30,0.837786973232528,0.0,TESSy COVID-19,July,2020
France,Weekly new hospital admissions per 100k,31,0.932854998563879,0.0,TESSy COVID-19,August,2020
France,Weekly new hospital admissions per 100k,32,0.987816200708566,0.0,TESSy COVID-19,August,2020
France,Weekly new hospital admissions per 100k,33,1.22102995034954,0.0,TESSy COVID-19,August,2020
France,Weekly new hospital admissions per 100k,34,1.40522424942903,0.0,TESSy COVID-19,August,2020
France,Weekly new hospital admissions per 100k,35,1.58644767271692,0.0,TESSy COVID-19,August,2020
France,Weekly new hospital admissions per 100k,36,2.29351611111884,0.0,TESSy COVID-19,September,2020
France,Weekly new hospital admissions per 100k,37,3.22191479599531,0.0,TESSy COVID-19,September,2020
France,Weekly new hospital admissions per 100k,38,4.71775075706828,0.0,TESSy COVID-19,September,2020
France,Weekly new hospital admissions per 100k,39,5.70705239567265,0.0,TESSy COVID-19,September,2020
France,Weekly new hospital admissions per 100k,40,5.88381950527313,0.0,TESSy COVID-19,October,2020
France,Weekly new hospital admissions per 100k,41,6.88351920914811,0.0,TESSy COVID-19,October,2020
France,Weekly new hospital admissions per 100k,42,10.5050167991143,0.0,TESSy COVID-19,October,2020
France,Weekly new hospital admissions per 100k,43,17.1063028080599,0.0,TESSy COVID-19,October,2020
France,Weekly new hospital admissions per 100k,44,24.0002200824786,0.0,TESSy COVID-19,November,2020
France,Weekly new hospital admissions per 100k,45,27.485057386031,0.0,TESSy COVID-19,November,2020
France,Weekly new hospital admissions per 100k,46,23.7937442149621,0.0,TESSy COVID-19,November,2020
France,Weekly new hospital admissions per 100k,47,18.7714786892544,0.0,TESSy COVID-19,November,2020
France,Weekly new hospital admissions per 100k,48,12.8133872891911,0.0,TESSy COVID-19,November,2020
France,Weekly new hospital admissions per 100k,49,12.0186780149369,0.0,TESSy COVID-19,December,2020
France,Weekly new hospital admissions per 100k,50,12.115231478164,0.0,TESSy COVID-19,December,2020
France,Weekly new hospital admissions per 100k,51,12.3573578551798,0.0,TESSy COVID-19,December,2020
France,Weekly new hospital admissions per 100k,52,10.7768519340461,0.0,TESSy COVID-19,December,2020
France,Weekly new hospital admissions per 100k,00,10.6357353339449,0.0,TESSy COVID-19,January,2021
France,Weekly new hospital admissions per 100k,01,12.5831444153418,0.0,TESSy COVID-19,January,2021
France,Weekly new hospital admissions per 100k,02,13.7120772161515,0.0,TESSy COVID-19,January,2021
France,Weekly new hospital admissions per 100k,03,15.7961465839622,0.0,TESSy COVID-19,January,2021
France,Weekly new hospital admissions per 100k,04,15.632748415424,0.0,TESSy COVID-19,January,2021
France,Weekly new hospital admissions per 100k,05,15.7426708197134,0.0,TESSy COVID-19,February,2021
France,Weekly new hospital admissions per 100k,06,13.8353685615031,0.0,TESSy COVID-19,February,2021
France,Weekly new hospital admissions per 100k,07,13.1817758873501,0.0,TESSy COVID-19,February,2021
France,Weekly new hospital admissions per 100k,08,13.6467179487362,0.0,TESSy COVID-19,February,2021
France,Weekly new hospital admissions per 100k,09,13.3912226306582,0.0,TESSy COVID-19,March,2021
France,Weekly new hospital admissions per 100k,10,13.8635918815234,0.0,TESSy COVID-19,March,2021
France,Weekly new hospital admissions per 100k,11,15.5406512658842,0.0,TESSy COVID-19,March,2021
France,Weekly new hospital admissions per 100k,12,18.0480704339986,0.0,TESSy COVID-19,March,2021
France,Weekly new hospital admissions per 100k,13,19.4161587360326,0.0,TESSy COVID-19,April,2021
France,Weekly new hospital admissions per 100k,14,19.5617316498212,0.0,TESSy COVID-19,April,2021
France,Weekly new hospital admissions per 100k,15,18.6734397881314,0.0,TESSy COVID-19,April,2021
France,Weekly new hospital admissions per 100k,16,17.5504487389048,0.0,TESSy COVID-19,April,2021
France,Weekly new hospital admissions per 100k,17,15.2049423014329,0.0,TESSy COVID-19,May,2021
France,Weekly new hospital admissions per 100k,18,11.4200465429285,0.0,TESSy COVID-19,May,2021
France,Weekly new hospital admissions per 100k,19,7.7569566918799,0.0,TESSy COVID-19,May,2021
France,Weekly new hospital admissions per 100k,20,6.51810148678073,0.0,TESSy COVID-19,May,2021
France,Weekly new hospital admissions per 100k,21,4.55880890221743,0.0,TESSy COVID-19,May,2021
France,Weekly new hospital admissions per 100k,22,3.9126434175434,0.0,TESSy COVID-19,June,2021
France,Weekly new hospital admissions per 100k,23,2.81639025044126,0.0,TESSy COVID-19,June,2021
France,Weekly new hospital admissions per 100k,24,1.88502068977319,0.0,TESSy COVID-19,June,2021
France,Weekly new hospital admissions per 100k,25,1.32798147884731,0.0,TESSy COVID-19,June,2021
France,Weekly new hospital admissions per 100k,26,1.11556385974757,0.0,TESSy COVID-19,July,2021
France,Weekly new hospital admissions per 100k,27,1.05317546812387,0.0,TESSy COVID-19,July,2021
France,Weekly new hospital admissions per 100k,28,1.56268066638408,0.0,TESSy COVID-19,July,2021
France,Weekly new hospital admissions per 100k,29,2.47771041019833,0.0,TESSy COVID-19,July,2021
France,Weekly new hospital admissions per 100k,30,4.84995472979469,0.0,TESSy COVID-19,August,2021
France,Weekly new hospital admissions per 100k,31,6.40817908249136,0.0,TESSy COVID-19,August,2021
France,Weekly new hospital admissions per 100k,32,7.00829599239551,0.0,TESSy COVID-19,August,2021
France,Weekly new hospital admissions per 100k,33,8.40312217655392,0.0,TESSy COVID-19,August,2021
France,Weekly new hospital admissions per 100k,34,7.2533932452029,0.0,TESSy COVID-19,August,2021
France,Weekly new hospital admissions per 100k,35,5.8659942505235,0.0,TESSy COVID-19,September,2021
France,Weekly new hospital admissions per 100k,36,4.94650819302184,0.0,TESSy COVID-19,September,2021
France,Weekly new hospital admissions per 100k,37,3.55019657096763,0.0,TESSy COVID-19,September,2021
France,Weekly new hospital admissions per 100k,38,2.86392426310694,0.0,TESSy COVID-19,September,2021
France,Weekly new hospital admissions per 100k,39,2.17319564155884,0.0,TESSy COVID-19,October,2021
France,Weekly new ICU admissions per 100k,09,0.0,0.0,TESSy COVID-19,March,2020
France,Weekly new ICU admissions per 100k,10,0.0,0.0,TESSy COVID-19,March,2020
France,Weekly new ICU admissions per 100k,11,0.429291551886881,0.0,TESSy COVID-19,March,2020
France,Weekly new ICU admissions per 100k,12,2.56832212184227,0.0,TESSy COVID-19,March,2020
France,Weekly new ICU admissions per 100k,13,5.56445035767562,0.0,TESSy COVID-19,March,2020
France,Weekly new ICU admissions per 100k,14,5.92392632845979,0.0,TESSy COVID-19,April,2020
France,Weekly new ICU admissions per 100k,15,3.76558506585897,0.0,TESSy COVID-19,April,2020
France,Weekly new ICU admissions per 100k,16,2.28460348374402,0.0,TESSy COVID-19,April,2020
France,Weekly new ICU admissions per 100k,17,1.52405928109322,0.0,TESSy COVID-19,April,2020
France,Weekly new ICU admissions per 100k,18,0.977418135437949,0.0,TESSy COVID-19,May,2020
France,Weekly new ICU admissions per 100k,19,0.741233510005375,0.0,TESSy COVID-19,May,2020
France,Weekly new ICU admissions per 100k,20,0.573379027779709,0.0,TESSy COVID-19,May,2020
France,Weekly new ICU admissions per 100k,21,0.355019657096763,0.0,TESSy COVID-19,May,2020
France,Weekly new ICU admissions per 100k,22,0.314912833910099,0.0,TESSy COVID-19,May,2020
France,Weekly new ICU admissions per 100k,23,0.20201955382912,0.0,TESSy COVID-19,June,2020
France,Weekly new ICU admissions per 100k,24,0.161912730642457,0.0,TESSy COVID-19,June,2020
France,Weekly new ICU admissions per 100k,25,0.115864155872584,0.0,TESSy COVID-19,June,2020
France,Weekly new ICU admissions per 100k,26,0.112893280080979,0.0,TESSy COVID-19,June,2020
France,Weekly new ICU admissions per 100k,27,0.121805907455793,0.0,TESSy COVID-19,July,2020
France,Weekly new ICU admissions per 100k,28,0.117349593768386,0.0,TESSy COVID-19,July,2020
France,Weekly new ICU admissions per 100k,29,0.120320469559991,0.0,TESSy COVID-19,July,2020
France,Weekly new ICU admissions per 100k,30,0.115864155872584,0.0,TESSy COVID-19,July,2020
France,Weekly new ICU admissions per 100k,31,0.160427292746654,0.0,TESSy COVID-19,August,2020
France,Weekly new ICU admissions per 100k,32,0.164883606434061,0.0,TESSy COVID-19,August,2020
France,Weekly new ICU admissions per 100k,33,0.188650612766899,0.0,TESSy COVID-19,August,2020
France,Weekly new ICU admissions per 100k,34,0.25846619386961,0.0,TESSy COVID-19,August,2020
France,Weekly new ICU admissions per 100k,35,0.304514768639483,0.0,TESSy COVID-19,August,2020
France,Weekly new ICU admissions per 100k,36,0.448602244532311,0.0,TESSy COVID-19,September,2020
France,Weekly new ICU admissions per 100k,37,0.629825667820198,0.0,TESSy COVID-19,September,2020
France,Weekly new ICU admissions per 100k,38,0.904631678543634,0.0,TESSy COVID-19,September,2020
France,Weekly new ICU admissions per 100k,39,1.20171925770411,0.0,TESSy COVID-19,September,2020
France,Weekly new ICU admissions per 100k,40,1.29975815882706,0.0,TESSy COVID-19,October,2020
France,Weekly new ICU admissions per 100k,41,1.3250106030557,0.0,TESSy COVID-19,October,2020
France,Weekly new ICU admissions per 100k,42,1.98751590458355,0.0,TESSy COVID-19,October,2020
France,Weekly new ICU admissions per 100k,43,2.76142904829658,0.0,TESSy COVID-19,October,2020
France,Weekly new ICU admissions per 100k,44,3.80866276483724,0.0,TESSy COVID-19,November,2020
France,Weekly new ICU admissions per 100k,45,4.39838160947077,0.0,TESSy COVID-19,November,2020
France,Weekly new ICU admissions per 100k,46,3.90075991437698,0.0,TESSy COVID-19,November,2020
France,Weekly new ICU admissions per 100k,47,2.85649707362793,0.0,TESSy COVID-19,November,2020
France,Weekly new ICU admissions per 100k,48,1.87313718660677,0.0,TESSy COVID-19,November,2020
France,Weekly new ICU admissions per 100k,49,1.59536030009173,0.0,TESSy COVID-19,December,2020
France,Weekly new ICU admissions per 100k,50,1.65477781592382,0.0,TESSy COVID-19,December,2020
France,Weekly new ICU admissions per 100k,51,1.66369044329864,0.0,TESSy COVID-19,December,2020
France,Weekly new ICU admissions per 100k,52,1.59387486219593,0.0,TESSy COVID-19,December,2020
France,Weekly new ICU admissions per 100k,00,1.62209818221617,0.0,TESSy COVID-19,January,2021
France,Weekly new ICU admissions per 100k,01,1.99791396985417,0.0,TESSy COVID-19,January,2021
France,Weekly new ICU admissions per 100k,02,2.02910816566602,0.0,TESSy COVID-19,January,2021
France,Weekly new ICU admissions per 100k,03,2.47176865861512,0.0,TESSy COVID-19,January,2021
France,Weekly new ICU admissions per 100k,04,2.59803087975832,0.0,TESSy COVID-19,January,2021
France,Weekly new ICU admissions per 100k,05,2.5207881091766,0.0,TESSy COVID-19,February,2021
France,Weekly new ICU admissions per 100k,06,2.52970073655141,0.0,TESSy COVID-19,February,2021
